seqrun	sample	neg_control	cut_R2	fastq_R1	fastq_R2
BIONAME-LP01_L001	BIONAME-LP01_L001_Neg1_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-Neg1_S308_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-Neg1_S308_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_Neg10_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-Neg10_S1123_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-Neg10_S1123_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_Neg11_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-Neg11_S1219_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-Neg11_S1219_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_Neg12_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-Neg12_S1312_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-Neg12_S1312_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_Neg2_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-Neg2_S400_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-Neg2_S400_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_Neg3_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-Neg3_S488_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-Neg3_S488_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_Neg4_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-Neg4_S580_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-Neg4_S580_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_Neg5_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-Neg5_S676_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-Neg5_S676_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_Neg6_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-Neg6_S756_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-Neg6_S756_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_Neg7_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-Neg7_S850_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-Neg7_S850_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_Neg8_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-Neg8_S942_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-Neg8_S942_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_Neg9_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-Neg9_S1034_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-Neg9_S1034_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_PCR1_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-PCR1_S309_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-PCR1_S309_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_PCR10_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-PCR10_S1124_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-PCR10_S1124_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_PCR11_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-PCR11_S1220_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-PCR11_S1220_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_PCR12_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-PCR12_S1313_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-PCR12_S1313_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_PCR13_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-PCR13_S1376_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-PCR13_S1376_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_PCR2_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-PCR2_S401_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-PCR2_S401_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_PCR3_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-PCR3_S489_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-PCR3_S489_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_PCR4_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-PCR4_S581_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-PCR4_S581_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_PCR5_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-PCR5_S677_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-PCR5_S677_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_PCR6_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-PCR6_S757_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-PCR6_S757_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_PCR7_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-PCR7_S851_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-PCR7_S851_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_PCR8_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-PCR8_S943_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-PCR8_S943_L001_R2_001.fastq.gz
BIONAME-LP01_L001	BIONAME-LP01_L001_PCR9_Rep1	TRUE	0	BIONAME-LP01/data/LIFEP-GSSP-1-PCR9_S1035_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-PCR9_S1035_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S11825_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S11825_S244_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S11825_S244_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S119WD_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S119WD_S858_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S119WD_S858_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S12XZG_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S12XZG_S970_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S12XZG_S970_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S13OGN_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S13OGN_S688_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S13OGN_S688_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S16MM7_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S16MM7_S1180_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S16MM7_S1180_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S17FA2_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S17FA2_S316_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S17FA2_S316_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1A1ZW_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1A1ZW_S291_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1A1ZW_S291_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1A4OC_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1A4OC_S753_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1A4OC_S753_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1C3A4_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1C3A4_S322_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1C3A4_S322_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1D1JK_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1D1JK_S385_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1D1JK_S385_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1EX2M_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1EX2M_S987_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1EX2M_S987_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1FKZ1_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1FKZ1_S269_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1FKZ1_S269_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1L8Y3_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1L8Y3_S1317_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1L8Y3_S1317_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1NGLD_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1NGLD_S440_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1NGLD_S440_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1NJ76_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1NJ76_S829_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1NJ76_S829_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1NTGB_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1NTGB_S651_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1NTGB_S651_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1NZ3Z_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1NZ3Z_S1100_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1NZ3Z_S1100_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1O29G_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1O29G_S765_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1O29G_S765_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1OEA2_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1OEA2_S728_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1OEA2_S728_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1T5O8_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1T5O8_S863_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1T5O8_S863_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1TX9C_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1TX9C_S1127_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1TX9C_S1127_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1U2R5_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1U2R5_S644_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1U2R5_S644_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1WGJ3_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1WGJ3_S569_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1WGJ3_S569_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1WJBG_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1WJBG_S1010_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1WJBG_S1010_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1XR1T_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1XR1T_S1059_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1XR1T_S1059_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1YMF1_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1YMF1_S283_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1YMF1_S283_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S1YOE1_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S1YOE1_S1303_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S1YOE1_S1303_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S23EGX_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S23EGX_S298_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S23EGX_S298_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S2681U_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S2681U_S1206_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S2681U_S1206_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S26FP6_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S26FP6_S690_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S26FP6_S690_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S277OE_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S277OE_S518_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S277OE_S518_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S27W15_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S27W15_S1161_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S27W15_S1161_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S28AMD_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S28AMD_S694_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S28AMD_S694_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S28D1K_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S28D1K_S590_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S28D1K_S590_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S29J2A_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S29J2A_S747_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S29J2A_S747_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S2B3LG_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S2B3LG_S1071_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S2B3LG_S1071_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S2CONN_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S2CONN_S670_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S2CONN_S670_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S2DFJ4_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S2DFJ4_S632_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S2DFJ4_S632_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S2DUPB_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S2DUPB_S1000_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S2DUPB_S1000_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S2EX7A_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S2EX7A_S669_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S2EX7A_S669_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S2JE6K_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S2JE6K_S636_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S2JE6K_S636_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S2KY52_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S2KY52_S940_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S2KY52_S940_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S2M411_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S2M411_S573_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S2M411_S573_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S2OD6A_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S2OD6A_S961_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S2OD6A_S961_L001_R2_001.fastq.gz
BIONAME-LP01_L001	S2P4OE_Rep1	FALSE	0	BIONAME-LP01/data/LIFEP-GSSP-1-S2P4OE_S1337_L001_R1_001.fastq.gz	BIONAME-LP01/data/LIFEP-GSSP-1-S2P4OE_S1337_L001_R2_001.fastq.gz
